DHFL,IGL,PNB,TATAPOWER,VOLTAS,mov_avg_14,mov_std_14,Upper,Lower,Daily_Average_DHFL
621.45,295.35,91.0,86.05,629.85,571.4499999999999,31.231548398768858,633.9130967975376,508.9869032024622,623.2833333333333
634.5,291.1,93.4,87.8,635.7,578.8749999999999,33.06286407390102,645.000728147802,512.7492718521978,633.0
641.0,287.7,95.4,88.3,642.5,586.4178571428572,34.400249368186685,655.2183558792306,517.6173584064838,645.6833333333334
648.45,279.95,92.8,87.0,628.1,594.8071428571429,34.16636817523534,663.1398792076136,526.4744065066723,651.1333333333333
631.5,271.25,92.05,86.15,615.1,602.2428571428572,29.357235100521162,660.9573273438996,543.5283869418149,636.5
627.65,271.5,91.55,85.45,614.65,607.9642857142859,25.419468830099767,658.8032233744855,557.1253480540863,630.9333333333333
627.5,266.4,93.8,85.1,627.55,611.8428571428573,23.797905993392522,659.4386691296423,564.2470451560722,628.0
622.95,268.15,92.65,84.25,620.2,614.2285714285716,23.053680786421413,660.3359330014144,568.1212098557288,626.0166666666668
625.15,267.6,93.0,83.35,614.8,616.5142857142858,22.379535883785547,661.2733574818569,571.7552139467148,625.9833333333333
623.85,262.55,91.4,82.0,601.95,618.8535714285716,21.199205938374213,661.2519833053201,576.4551595518232,626.3833333333333
625.6,266.5,88.8,81.9,618.0,621.7321428571431,18.90451316833857,659.5411691938202,583.923116520466,628.1999999999999
625.2,269.45,89.3,81.55,596.15,624.864285714286,14.909759691757342,654.6838050978007,595.0447663307713,627.0666666666667
621.6,269.35,85.95,81.25,597.75,627.539285714286,9.375647230406466,646.290580175099,608.7879912534731,625.1
615.75,269.25,75.6,81.25,591.35,628.0107142857147,8.505409558525635,645.021533402766,610.9998951686634,618.1833333333333
617.5,273.2,76.45,81.65,583.2,627.7285714285717,8.800190432505945,645.3289522935836,610.1281905635599,618.1666666666666
614.0,265.95,74.75,80.85,551.75,626.2642857142861,9.279286871046832,644.8228594563798,607.7057119721924,618.0
614.6,259.4,78.15,78.8,543.65,624.3785714285717,8.719997227543667,641.8185658836591,606.9385769734844,611.0333333333333
607.65,259.1,81.55,77.85,550.8,621.464285714286,6.621684324756139,634.7076543637983,608.2209170647737,609.5666666666666
601.15,262.7,80.55,77.45,544.8,619.2964285714288,7.923515737876048,635.143460047181,603.4493970956767,603.2
601.0,252.95,82.1,76.45,531.45,617.3928571428575,8.902956664089464,635.1987704710364,599.5869438146785,603.1666666666666
615.05,257.5,83.35,81.2,537.65,616.5035714285716,8.424676763618061,633.3529249558077,599.6542179013355,613.2666666666667
630.0,260.85,88.7,82.3,557.5,617.007142857143,9.028690533364749,635.0645239238725,598.9497617904135,629.2166666666667
624.3,268.85,85.65,83.5,543.5,616.9464285714287,8.972403508831519,634.8912355890917,599.0016215537656,625.9333333333333
623.55,263.9,86.1,82.45,548.4,616.9250000000001,8.95498894042278,634.8349778808456,599.0150221191545,622.1666666666666
613.15,265.0,83.65,81.3,539.95,616.0357142857143,8.639876881500651,633.3154680487156,598.755960522713,621.7
609.9,265.75,82.95,79.6,532.9,614.9428571428571,8.35445199470825,631.6517611322736,598.2339531534406,613.0833333333334
601.6,267.85,83.2,77.2,532.8,613.5142857142856,8.825235420077822,631.1647565544413,595.86381487413,605.2833333333333
604.4,260.1,82.65,78.8,518.2,612.7035714285713,9.12044331508901,630.9444580587493,594.4626847983933,599.4499999999999
604.85,262.9,84.7,78.1,530.4,611.8,9.234612981770924,630.2692259635418,593.3307740364581,605.7833333333333
616.85,262.85,86.1,78.35,522.95,612.0035714285714,9.317879097688278,630.6393296239479,593.3678132331949,614.7833333333333
623.2,279.0,90.45,77.95,529.8,612.6178571428571,9.774507800767687,632.1668727443925,593.0688415413217,621.1333333333333
619.3,276.75,91.6,78.4,524.7,613.4499999999999,9.814863140235563,633.079726280471,593.8202737195288,620.7833333333333
621.75,273.4,91.75,77.8,533.25,614.9214285714286,9.362768210921669,633.6469649932719,596.1958921495852,621.6333333333333
629.4,267.8,91.3,77.05,524.7,616.9499999999999,9.189500697912845,635.3290013958256,598.5709986041743,632.4666666666667
625.55,267.0,91.7,77.3,526.15,617.6999999999999,9.44736430480535,636.5947286096107,598.8052713903892,629.1833333333333
625.55,263.2,89.85,76.1,519.65,617.3821428571428,9.068979400277358,635.5201016576975,599.244184056588,624.2333333333332
621.5,259.3,88.5,75.0,521.1,617.1821428571428,8.934561397329755,635.0512656518023,599.3130200624834,623.8333333333334
613.95,251.95,86.8,73.4,516.35,616.4964285714286,8.775215629298042,634.0468598300247,598.9459973128326,615.8166666666667
628.85,253.25,86.2,73.85,523.2,617.6178571428572,9.302038799327484,636.2219347415122,599.0137795442023,625.5166666666667
632.15,255.05,83.4,74.55,517.1,619.2071428571429,9.770911640462879,638.7489661380687,599.6653195762171,633.0
637.75,255.8,81.9,76.15,517.35,621.7892857142858,9.53374933452976,640.8567843833454,602.7217870452263,634.0166666666667
634.8,257.05,79.8,76.35,515.1,623.9607142857143,8.693414363570007,641.3475430128543,606.5738855585743,638.1333333333333
643.65,261.9,79.85,75.1,529.25,626.7321428571429,8.308466653474126,643.3490761640911,610.1152095501947,640.8333333333334
643.1,253.6,76.75,71.9,535.25,628.6071428571429,8.851028995870433,646.3092008488837,610.905084865402,642.3666666666667
636.05,242.3,72.8,71.65,511.5,629.5249999999999,8.913230226856511,647.3514604537129,611.6985395462868,641.0166666666667
637.55,254.3,76.15,73.25,523.8,630.8285714285713,8.632913633427853,648.094398695427,613.5627441617156,640.0166666666667
620.1,255.85,78.15,72.25,514.95,630.7107142857142,8.776458427378271,648.2636311404707,613.1577974309577,626.9666666666667
624.55,261.0,77.15,72.2,525.95,630.3642857142856,8.926611653053016,648.2175090203916,612.5110624081797,620.1833333333333
623.15,257.05,76.1,72.05,525.4,630.1928571428571,9.04839248670352,648.2896421162641,612.09607216945,624.9666666666667
624.55,254.8,75.55,71.25,517.05,630.1214285714285,9.091706158865174,648.3048408891589,611.9380162536982,624.85
617.95,256.3,76.95,71.75,520.65,629.8678571428571,9.39510116093497,648.6580594647271,611.0776548209872,621.0666666666667
621.3,265.9,77.8,73.2,534.65,630.392857142857,8.609718505693385,647.6122941542437,613.1734201314703,621.7333333333332
610.15,262.85,77.85,73.05,534.15,629.0571428571427,10.175646967579842,649.4084367923024,608.705848921983,613.9166666666666
608.1,261.1,75.55,72.2,539.25,627.3392857142856,11.55052743669996,650.4403405876855,604.2382308408856,609.9499999999999
616.2,262.3,76.1,69.5,546.3,625.8,11.49220471584078,648.7844094316815,602.8155905683184,614.5666666666667
605.5,252.9,73.85,70.15,534.75,623.7071428571428,12.362129782010687,648.4314024211642,598.9828832931214,609.1
588.65,263.55,73.85,68.95,529.1,619.7785714285714,14.147311708287507,648.0731948451464,591.4839480119963,591.6999999999999
614.9,265.1,78.7,70.9,545.5,617.7642857142856,12.480791835263643,642.7258693848129,592.8027020437584,605.1333333333333
619.45,266.8,75.2,70.0,536.95,616.5785714285714,11.346987304088211,639.2725460367478,593.884596820395,615.15
618.6,274.55,75.3,68.2,535.9,615.2250000000001,9.657355705926264,634.5397114118526,595.9102885881476,617.5333333333333
615.55,278.65,75.55,67.85,552.95,614.9,9.556713306926513,634.013426613853,595.786573386147,616.5500000000001
610.15,281.25,78.95,68.05,573.75,613.8714285714286,9.206722340971973,632.2848732533726,595.4579838894847,613.5833333333334
615.15,282.4,79.3,67.8,585.2,613.3000000000001,8.826969163614441,630.9539383272289,595.6460616727712,615.3833333333333
612.65,294.95,79.25,67.8,570.5,612.45,8.211834799193522,628.8736695983871,596.026330401613,615.0
623.15,295.05,80.85,70.85,568.75,612.8214285714286,8.588693692330319,629.9988159560892,595.6440411867679,623.7166666666667
615.6,295.3,82.0,71.85,574.2,612.4142857142858,8.285609131580712,628.9855039774473,595.8430674511244,619.3166666666667
614.85,297.9,85.9,73.85,568.0,612.7500000000001,8.282024092994313,629.3140481859888,596.1859518140114,615.55
600.5,303.95,85.1,74.55,567.95,612.2071428571429,8.8405067976658,629.8881564524745,594.5261292618113,605.7833333333333
590.9,313.55,87.4,73.05,569.45,610.4,10.40835463240275,631.2167092648054,589.5832907351945,594.6666666666666
602.35,316.0,85.15,71.95,573.05,610.1750000000001,10.555435165755842,631.2858703315118,589.0641296684884,603.5
625.7,310.3,88.15,72.35,574.65,612.8214285714287,9.315304080377864,631.4520367321844,594.1908204106729,619.2500000000001
622.35,304.6,90.05,71.85,577.9,613.3535714285716,9.649959431675436,632.6534902919225,594.0536525652208,626.1333333333333
612.45,298.3,82.85,70.3,575.75,612.8535714285716,9.489801495162947,631.8331744188976,593.8739684382457,616.2333333333333
610.5,291.4,80.45,69.45,592.0,612.2750000000002,9.35851627786644,630.9920325557331,593.5579674442673,613.0166666666667
616.0,303.3,83.4,69.9,593.15,612.307142857143,9.371393811917,631.0499304809771,593.564355233309,617.2166666666667
611.35,299.6,83.25,69.35,621.05,612.3928571428575,9.355620629474652,631.1040984018067,593.6816158839082,613.6999999999999
622.25,290.15,80.4,68.75,620.85,612.9000000000003,9.702576977278492,632.3051539545573,593.4948460454433,618.1333333333333
658.2,285.05,79.9,68.75,613.75,616.1535714285718,15.510907629617346,647.1753866878065,585.1317561693371,649.6333333333333
648.35,276.95,81.55,67.15,607.85,617.9535714285719,17.6938653459084,653.3413021203887,582.565840736755,652.0166666666667
670.35,276.0,83.45,68.65,616.3,621.8642857142861,22.524656819476405,666.9135993532389,576.8149720753333,664.4833333333332
671.95,283.95,84.2,70.05,620.7,625.9428571428576,26.050504624840055,678.0438663925378,573.8418478931775,675.0666666666667
665.85,285.3,83.65,72.25,612.6,630.6107142857147,26.97915276775679,684.5690198212283,576.6524087502012,668.8833333333333
659.4,278.9,84.5,72.05,608.5,635.503571428572,25.387901905963798,686.2793752404996,584.7277676166443,659.5166666666667
658.0,278.9,85.8,71.75,612.5,639.4785714285719,24.1227845876832,687.7241406039383,591.2330022532054,658.9
656.65,285.65,85.25,75.6,623.55,641.689285714286,24.181049307348633,690.0513843289833,593.3271870995887,658.2333333333333
666.8,282.0,82.9,74.85,629.55,644.864285714286,24.363926901588886,693.5921395174638,596.1364319111082,664.7666666666667
666.45,288.1,84.15,76.9,627.35,648.7214285714289,23.078100794124534,694.8776301596779,602.5652269831799,667.1666666666666
665.35,290.5,85.1,76.1,623.7,652.6392857142861,20.614634258323225,693.8685542309325,611.4100171976396,665.65
667.65,290.4,88.15,76.7,614.8,656.3285714285718,18.010367893199476,692.3493072149707,620.3078356421728,668.85
679.25,290.3,86.35,78.2,601.7,661.1785714285717,13.55858675250913,688.29574493359,634.0613979235534,677.0166666666667
651.75,282.5,83.15,73.35,600.7,663.2857142857146,8.325873217579485,679.9374607208736,646.6339678505556,660.25
646.5,272.4,83.1,74.9,588.5,662.4500000000002,9.394269939295446,681.238539878591,643.6614601214093,646.1333333333333
648.6,273.95,83.25,75.05,596.25,662.4678571428574,9.365600049423243,681.1990572417038,643.7366570440109,647.5333333333333
647.75,276.05,84.4,75.2,599.35,660.8535714285716,9.83827815387473,680.5301277363211,641.1770151208221,649.5166666666667
632.3,270.9,82.7,73.8,583.3,658.0214285714286,11.891087714461083,681.8036040003508,634.2392531425064,637.3833333333333
611.7,264.85,81.7,74.45,575.6,654.1535714285716,16.90042630647811,687.9544240415278,620.3527188156154,618.5500000000001
610.15,269.7,81.15,74.0,586.0,650.6357142857144,20.472593580494962,691.5809014467043,609.6905271247244,611.7333333333332
614.2,272.1,82.8,76.2,617.25,647.507142857143,22.506322676963343,692.5197882110697,602.4944975032163,617.2333333333333
610.2,270.85,83.0,77.9,598.65,644.1892857142859,24.399031968277832,692.9873496508416,595.3912217777303,611.5166666666668
610.55,261.05,79.3,74.6,578.65,640.1714285714288,25.01294829518528,690.1973251617993,590.1455319810583,612.7666666666668
610.55,256.35,79.25,75.55,567.85,636.1785714285716,24.957014693620913,686.0926008158134,586.2645420413297,612.1666666666666
350.55,250.1,72.85,72.9,562.85,613.6928571428572,79.30044586435645,772.2937488715701,455.0919654141443,413.4833333333333
393.9,257.3,69.2,69.1,568.0,594.1392857142857,96.79320776108891,787.7257012364636,400.5528701921079,401.2333333333333
299.45,264.75,66.95,70.3,577.25,567.0107142857144,121.24055423726102,809.4918227602363,324.5296058111923,317.31666666666666
305.45,267.75,67.05,70.25,571.55,542.2750000000002,136.93283551547333,816.1406710309468,268.40932896905355,300.81666666666666
290.2,257.15,62.5,68.6,536.15,516.8250000000002,148.67852225782045,814.1820445156411,219.46795548435927,294.9666666666667
274.95,242.95,59.7,65.85,532.2,490.1357142857144,156.53344497456243,803.2026042348393,177.06882433658956,276.45
318.5,247.6,63.2,67.95,536.4,466.61785714285725,155.76329503342654,778.1444472097103,155.09126707600416,302.5
317.65,241.2,64.65,67.5,529.7,444.1428571428572,152.68815486920582,749.5191668812688,138.7665474044456,318.4666666666667
297.3,235.35,64.8,66.85,515.5,421.68571428571437,149.22998439240746,720.1456830705292,123.22574550089945,300.7333333333333
275.15,221.7,63.85,62.85,506.45,397.7571428571429,143.4311693101268,684.6194814773964,110.89480423688934,281.98333333333335
223.1,220.95,62.85,61.5,479.15,369.8214285714287,135.92261756982492,641.6666637110786,97.97619343177888,234.5
245.05,224.1,62.65,60.95,484.65,343.73928571428587,120.39569724385944,584.5306802020048,102.94789122656698,231.9666666666667
284.5,235.6,66.3,65.0,515.55,320.45000000000016,93.30037307205424,507.05074614410864,133.84925385589167,275.73333333333335
289.65,229.75,64.3,62.25,498.3,297.5285714285715,41.69451040367391,380.91759223591936,214.1395506212237,277.18333333333334
292.25,241.7,66.5,68.85,510.4,293.3642857142858,38.80268839105737,370.9696624964006,215.75890893217107,298.0833333333333
281.6,241.15,67.55,71.25,500.15,285.34285714285727,25.874838216829914,337.0925335765171,233.59318070919744,282.3333333333333
268.8,247.1,69.95,73.8,508.65,283.1535714285715,25.886062958556938,334.9256973456854,231.38144551145766,275.01666666666665
235.9,242.25,66.5,72.55,500.65,278.18571428571437,27.87527460072456,333.9362634871635,222.43516508426524,248.13333333333335
210.55,247.6,66.0,70.15,507.15,272.4964285714287,32.90837784542784,338.3131842622844,206.67967288057298,219.76666666666665
188.4,242.5,65.7,69.6,500.85,266.31428571428586,39.81652357313996,345.9473328605658,186.68123856800594,196.73333333333335
192.9,238.5,64.75,69.45,509.85,257.34285714285727,41.276850734924814,339.8965586127069,174.78915567300766,192.85
190.3,249.85,65.8,69.25,524.75,248.2464285714287,40.99576180855271,330.2379521885341,166.2549049543233,193.4333333333333
183.85,254.1,65.65,69.0,526.7,240.14285714285728,41.75918073698316,323.6612186168236,156.62449566889097,182.65
184.1,250.45,66.15,68.9,506.95,233.63928571428582,42.960564110369475,319.56041393502477,147.71815749354687,185.4666666666667
185.2,250.8,70.9,77.6,522.1,230.93214285714296,44.82926416777351,320.59067119268997,141.27361452159596,184.96666666666667
207.1,252.9,72.55,77.75,519.5,228.22142857142867,45.05671944375014,318.33486745892895,138.1079896839284,203.96666666666667
225.1,267.3,73.65,76.55,540.25,223.9785714285715,42.045619520694,308.0698104699595,139.8873323871835,221.4333333333333
231.55,279.25,74.3,76.35,532.6,219.8285714285715,37.70872024369727,295.24601191596605,144.41113094117696,233.4666666666667
231.4,281.85,69.05,76.0,548.5,215.48214285714295,31.756129675668316,278.9944022084796,151.9698835058063,232.63333333333333
220.35,284.0,70.4,75.3,540.2,211.10714285714295,25.56143321748032,262.2300092921036,159.9842764221823,220.15
228.0,272.6,70.6,75.65,523.35,208.19285714285724,20.252310952109536,248.6974790470763,167.68823523863816,228.6833333333333
230.5,274.75,70.95,75.95,513.9,207.80714285714294,19.728677459108887,247.26449777536072,168.34978793892515,231.71666666666667
232.65,275.0,71.65,75.9,538.9,209.38571428571436,20.819050341999144,251.02381496971265,167.74761360171607,231.1833333333333
241.55,275.4,70.5,74.55,535.45,213.18214285714294,21.53170834572941,256.24555954860176,170.1187261656841,241.1
237.2,272.0,70.0,76.05,543.8,216.34642857142862,21.576879223669206,259.500187018767,173.1926701240902,237.38333333333335
238.9,270.35,70.75,77.95,542.35,219.8178571428572,20.96487545269695,261.7476080482511,177.88810623746332,240.11666666666667
244.35,271.85,71.15,76.7,553.0,224.13928571428576,19.13621394283044,262.41171359994667,185.8668578286249,239.8166666666667
225.35,267.9,73.2,76.8,552.55,227.08571428571435,15.285267272908278,257.6562488315309,196.5151797398978,231.5666666666667
231.4,266.75,73.3,77.35,561.65,230.38571428571436,9.401522556132772,249.1887593979799,211.5826691734488,230.70000000000002
225.3,266.25,71.3,78.3,547.0,231.68571428571437,6.844605640464155,245.37492556664267,217.99650300478606,228.91666666666666
234.85,265.75,72.7,78.15,560.3,232.38214285714295,6.615151813551302,245.61244648424557,219.15183923004034,232.63333333333335
232.75,265.3,71.7,74.9,549.35,232.4678571428572,6.611313355571787,245.69048385400077,219.24523043171365,235.20000000000002
222.4,266.7,71.25,75.55,559.3,231.82500000000007,7.139590324370674,246.10418064874142,217.54581935125873,225.29999999999998
222.0,268.2,72.45,75.65,545.35,231.94285714285724,6.946605622185345,245.83606838722793,218.04964589848655,222.36666666666667
208.95,267.5,69.6,74.4,536.45,230.58214285714294,9.259186854612993,249.10051656636892,212.06376914791696,210.4666666666667
199.95,260.6,69.65,75.2,552.75,228.40000000000006,12.360545170943027,253.12109034188612,203.678909658114,202.71666666666667
212.75,263.15,69.9,76.1,553.95,226.97857142857148,12.963717330797236,252.90600609016596,201.051136766977,212.20000000000002
217.7,261.95,71.45,82.55,556.7,225.27500000000003,12.45882063191803,250.1926412638361,200.35735873616397,216.7166666666667
224.2,258.8,69.55,81.5,552.85,224.3464285714286,11.97679590331799,248.30002037806457,200.3928367647926,222.69999999999996
210.9,259.1,68.95,80.45,551.65,222.3464285714286,11.694072533443004,245.7345736383146,198.95828350454258,213.4
205.65,252.55,66.1,79.4,537.2,219.58214285714288,10.617123454090704,240.8163897653243,198.34789594896148,205.98333333333335
202.6,248.3,66.0,79.45,543.75,217.95714285714288,11.380007049180701,240.7171569555043,195.19712875878147,204.23333333333335
198.2,248.95,64.85,77.65,534.65,215.58571428571432,11.814144530555405,239.21400334682514,191.9574252246035,197.4
206.45,248.5,68.7,79.15,552.75,214.2392857142857,11.695416238375259,237.63011819103622,190.84845323753518,203.29999999999998
213.85,250.5,70.8,79.1,569.05,212.7392857142857,10.084359149216663,232.90800401271903,192.57056741585237,212.85
218.45,254.55,71.35,78.7,568.7,211.71785714285713,8.501597296581778,228.72105173602068,194.71466254969357,221.21666666666667
216.65,253.3,72.65,79.3,578.75,211.30714285714285,8.073981410928297,227.45510567899944,195.15918003528625,217.65
218.0,262.25,72.85,77.9,567.65,211.02142857142854,7.7299297012749735,226.48128797397848,195.5615691688786,217.28333333333333
214.05,259.9,74.25,78.65,561.35,211.3857142857143,7.744959367500613,226.87563302071553,195.89579555071307,215.4
227.4,264.0,76.95,79.5,573.2,213.3464285714286,8.093954635911425,229.53433784325145,197.15851929960573,224.54999999999998
238.15,263.7,76.1,80.25,576.85,215.1607142857143,10.452956493279322,236.06662727227294,194.25480129915567,234.4333333333333
240.65,260.4,76.35,76.45,569.95,216.80000000000004,12.484051364095706,241.76810272819145,191.83189727180863,239.5666666666667
234.6,264.35,76.7,76.8,555.2,217.5428571428572,13.244517837471255,244.0318928177997,191.0538214679147,237.23333333333335
237.95,262.5,77.75,75.95,549.6,219.47500000000005,14.143451189094673,247.7619023781894,191.1880976218107,234.6
239.65,265.05,77.95,77.0,551.15,221.90357142857147,14.501491492062058,250.90655441269558,192.90058844444735,240.16666666666666
240.35,265.1,78.45,77.1,551.3,224.60000000000005,14.14122451448509,252.88244902897023,196.31755097102987,240.45000000000002
249.4,267.25,78.1,76.8,553.5,228.25714285714292,13.389143954115227,255.03543076537338,201.47885494891247,248.6833333333333
246.35,271.65,79.8,76.7,555.45,231.10714285714292,12.614351673063231,256.3358462032694,205.87843951101647,247.26666666666665
241.7,275.35,77.85,74.85,537.85,233.09642857142862,11.856780992088492,256.8099905556056,209.38286658725164,243.78333333333333
235.65,274.3,77.85,74.2,536.35,234.32500000000007,11.088641971363156,256.50228394272636,212.14771605727375,237.98333333333335
238.05,278.05,81.3,75.05,536.15,235.8535714285715,9.87308821387548,255.59974785632247,216.10739500082056,235.9
228.8,273.55,80.55,74.7,541.75,236.62500000000009,8.726104734989145,254.07720946997838,219.17279053002179,232.83333333333334
231.1,270.55,81.7,74.95,539.6,237.8428571428572,6.139495630200655,250.12184840325853,225.5638658824559,230.1
227.15,266.2,80.7,74.35,535.15,237.82500000000007,6.1724808003440215,250.1699616006881,225.48003839931204,227.9333333333333
224.1,266.5,81.25,74.9,539.35,236.82142857142864,7.17615480616493,251.1737381837585,222.46911895909878,225.58333333333334
222.45,270.75,80.65,75.0,542.2,235.52142857142863,8.02727835583417,251.57598528309697,219.4668718597603,223.28333333333333
220.9,271.65,82.5,74.3,540.7,234.5428571428572,8.932284942026866,252.40742702691094,216.67828725880346,221.21666666666667
223.75,272.35,81.95,75.05,531.05,233.5285714285715,9.313714335597806,252.1560000997671,214.90114275737588,223.48333333333335
223.1,274.7,84.25,76.5,533.3,232.34642857142862,9.524895805715428,251.39622018285948,213.29663695999776,223.20000000000002
219.8,277.2,84.55,76.0,534.65,230.87857142857152,9.776732864017019,250.43203715660556,211.32510570053748,221.38333333333333
216.05,280.45,82.85,76.0,535.15,228.49642857142865,8.944260391775742,246.38494935498014,210.60790778787717,217.85000000000002
211.8,287.05,80.25,75.95,536.55,226.02857142857152,8.38842412736166,242.80541968329484,209.2517231738482,213.35
205.3,282.8,78.6,76.35,540.15,223.42857142857156,8.788950980663312,241.0064733898982,205.85066946724493,207.5666666666667
209.6,285.65,77.75,75.2,532.75,221.56785714285726,8.759996644327785,239.08785043151283,204.0478638542017,209.63333333333335
207.65,282.9,78.1,74.55,538.7,219.3964285714287,8.103286709375865,235.60300199018042,203.18985515267696,207.11666666666667
209.1,272.6,76.6,73.95,532.45,217.9892857142858,8.055055234758264,234.09939618380236,201.87917524476927,210.80000000000004
184.9,272.65,76.1,70.95,534.1,214.68928571428583,11.1425756339404,236.97443698216662,192.40413444640504,191.4
169.7,271.45,77.3,71.05,541.35,210.58571428571437,15.804228116977603,242.19417051966957,178.97725805175918,171.66666666666666
161.45,278.6,77.25,68.15,541.6,206.11071428571435,19.996886090002636,246.10448646571962,166.1169421057091,161.53333333333333
135.9,283.55,77.5,71.3,541.1,199.92857142857153,26.783876566992312,253.49632456255614,146.36081829458692,140.96666666666667
111.2,286.9,73.9,71.5,553.65,192.0928571428572,34.97171305906458,262.03628326098635,122.14943102472806,115.93333333333334
115.5,294.7,73.15,70.55,544.0,184.36071428571435,39.15114291764767,262.6630001210097,106.05842845041902,113.0
122.3,305.55,73.4,69.9,533.55,177.1607142857144,40.716275230933746,258.5932647475819,95.7281638238469,119.66666666666667
119.35,299.7,75.2,70.4,528.65,169.98571428571435,41.46809444793292,252.9219031815802,87.04952538984851,119.11666666666667
115.7,301.15,75.65,69.6,538.1,162.8178571428572,41.56603924036658,245.94993562359036,79.68577866212405,117.66666666666667
109.15,286.45,71.2,68.75,531.6,155.48571428571432,41.31390820279334,238.113530691301,72.85789788012764,110.05
104.85,273.85,70.85,65.55,524.45,148.3107142857143,40.715420337957035,229.74155496162837,66.87987360980024,105.86666666666667
106.45,269.3,71.35,66.3,522.3,140.94285714285715,38.01481420316188,216.97248554918093,64.91322873653338,106.23333333333333
111.2,273.55,69.45,65.25,507.5,134.05357142857142,33.46290980200915,200.97939103258972,67.12775182455312,110.05
127.95,282.1,72.25,67.55,514.95,128.25714285714287,25.558182922217497,179.37350870157786,77.14077701270787,121.08333333333333
123.2,282.55,70.05,69.2,522.0,123.85000000000001,19.684257669513837,163.21851533902768,84.48148466097234,124.55
128.85,285.0,69.0,65.35,522.2,120.93214285714285,14.782247762127124,150.4966383813971,91.3676473328886,129.75
126.75,282.1,69.95,65.9,524.1,118.45357142857142,9.392457372504722,137.23848617358087,99.66865668356198,127.48333333333333
130.35,284.7,71.1,66.9,529.8,118.05714285714284,8.690331876958485,135.4378066110598,100.67647910322586,129.46666666666667
137.15,283.75,73.15,67.45,533.1,119.91071428571426,9.810515915449384,139.53174611661302,100.28968245481549,136.78333333333333
139.2,286.55,73.2,67.1,531.25,121.60357142857141,10.967442452817227,143.53845633420588,99.66868652293695,139.75
136.75,287.35,73.5,66.55,530.1,122.63571428571427,11.693907496097548,146.02352927790938,99.24789929351917,138.41666666666666
130.6,288.25,71.85,66.15,537.45,123.4392857142857,11.836419978688745,147.1121256716632,99.76644575690821,130.3166666666667
128.2,289.8,71.5,65.5,542.95,124.33214285714284,11.678112451906552,147.68836776095594,100.97591795332974,130.65
127.4,292.8,72.3,65.45,566.55,125.63571428571427,10.841665153311004,147.31904459233627,103.95238397909226,128.15
128.8,292.1,76.65,67.05,574.95,127.34642857142856,9.051295365969066,145.4490193033667,109.24383783949042,129.5666666666667
133.9,299.6,82.65,69.15,597.3,129.30714285714285,6.892048292789707,143.09123944272227,115.52304627156343,132.85
148.75,290.4,82.4,71.3,598.3,131.9892857142857,6.6038793543862715,145.19704442305823,118.78152700551315,152.76666666666668
141.6,289.3,85.45,70.55,593.75,132.9642857142857,6.959703479839466,146.88369267396462,119.04487875460676,143.9333333333333
139.85,293.8,83.8,70.0,593.7,134.1535714285714,6.574761308485179,147.30309404554177,121.00404881160105,140.98333333333332
132.8,298.35,85.85,71.7,625.1,134.43571428571425,6.41241070026153,147.26053568623732,121.61089288519119,134.28333333333333
128.85,297.45,85.4,73.35,622.35,134.58571428571426,6.2410683433008245,147.0678509723159,122.10357759911261,130.95000000000002
127.9,291.45,84.85,73.8,618.8,134.41071428571428,6.401267259479961,147.2132488046742,121.60817976675436,128.63333333333335
131.9,291.15,84.45,73.05,602.5,134.03571428571428,6.382199662129819,146.80011360997392,121.27131496145464,132.96666666666667
132.2,290.85,86.05,73.8,600.0,133.53571428571428,6.218595827496057,145.9729059407064,121.09852263072216,131.3
135.9,289.3,86.65,73.05,604.25,133.475,6.188878051656763,145.8527561033135,121.09724389668646,136.73333333333335
136.2,300.75,90.5,73.0,612.35,133.875,6.169707323800366,146.21441464760073,121.53558535239927,136.1
137.6,305.1,93.55,72.05,614.1,134.54642857142855,6.014132851530764,146.57469427449007,122.51816286836703,138.0
133.75,304.65,91.55,72.55,614.9,134.99999999999997,5.662902218675446,146.32580443735085,123.67419556264907,134.70000000000002
130.25,304.6,90.3,71.9,602.95,135.10357142857143,5.552977866571321,146.20952716171408,123.99761569542879,129.65
135.3,308.5,92.5,71.3,612.9,135.2035714285714,5.542231718125853,146.2880348648231,124.11910799231968,133.76666666666668
136.55,305.65,93.4,71.4,623.8,134.33214285714283,3.99025771012652,142.31265827739585,126.35162743688979,137.23333333333335
149.5,308.35,95.35,71.55,626.3,134.89642857142854,5.40492881491729,145.7062862012631,124.08657094159396,147.26666666666668
150.25,305.45,95.5,73.8,629.45,135.6392857142857,6.6981104847376205,149.03550668376096,122.24306474481047,151.15
149.1,307.25,97.5,74.4,624.15,136.80357142857142,7.531433214438976,151.86643785744937,121.74070499969346,149.63333333333335
145.0,299.85,98.3,74.05,622.1,137.95714285714286,7.455943863852358,152.86903058484756,123.04525512943815,145.96666666666667
148.0,302.45,94.45,71.45,616.7,139.39285714285714,7.304052014053227,154.0009611709636,124.78475311475069,148.63333333333333
148.9,303.6,93.65,70.75,605.1,140.60714285714286,7.375318953791029,155.3577807647249,125.8565049495608,148.71666666666667
163.5,306.45,93.1,71.95,609.4,142.84285714285713,9.159124436286506,161.16110601543014,124.52460827028412,159.5
161.2,314.7,93.1,71.9,612.15,144.65,10.128501293940738,164.9070025878815,124.39299741211853,162.78333333333333
